"","record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","class","order","infraspecificEpithet","continentOcean","maximumElevationInMeters","minimumElevationInMeters","fieldNumber","individualCount","typeStatus","preparationType","relationshipType","relatedCatalogItem","previousCatalogNumber"
"56","56","2021-11-29 10:23:46-03","IAP","PACA-AGP","36687","PreservedSpecimen","Plantae","Pinophyta","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Emrich-Rambo","Rambo, B.",NA,"1948","02",NA,"Brasil","RS","Cambará do Sul",NA,"-50.1446990966797","-29.0478000640869",NA,NA,"PACA036687","30776","auto","1954","05","05","Habitat: In silva campestri. Fenofase: juvenilis","Coniferopsida","Coniferae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","57","2021-11-29 10:23:46-03","IAP","PACA-AGP","117695","PreservedSpecimen","Plantae","Pinophyta","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Maluf, R. W.","Padilha, C.",NA,"2007","02",NA,"Brasil","RS","Canela","FLONA de Canela","-50.815601348877","-29.3656005859375",NA,NA,"PACA117695","16452","auto",NA,NA,NA,NA,"Coniferopsida","Coniferae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","58","2023-04-18 10:34:34-03","IAP","PACA-AGP","104096","PreservedSpecimen","Plantae","Pinophyta","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"Jagmin, N.",NA,"1992","03","13","Brasil","RS","Caxias do Sul","Ana Rech - Barragem do Faxinal","-51.1794013977051","-29.1681003570557",NA,NA,"PACA104096","49662","auto",NA,NA,NA,"Xiloteca nº 317 Essa coleta faz parte do projeto realizado pelo setor de Botânica da UNISINOS, Laboratório de Ecologia Vegetal, desenvolvido de 1990 até 1999, sob coordenação do professor Albano Backes.&nf;Altura: 15 m&nf;Circunferência:","Coniferopsida","Coniferae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","59","2021-11-29 10:23:46-03","IAP","PACA-AGP","31016","PreservedSpecimen","Plantae","Pinophyta","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Emrich-Rambo","Rambo, B.",NA,"1946","01","04","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,"PACA031016","49662","auto","1954","05","05","Habitat: In silva campestri. Fenofase: juvenilis","Coniferopsida","Coniferae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","60","2021-11-29 10:23:46-03","IAP","PACA-AGP","47263","PreservedSpecimen","Plantae","Pinophyta","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Emrich-Rambo","Rambo, B.",NA,"1950","07","12","Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,"PACA047263","49662","auto","1954","05","05","Nondum maturo. Habitat: In araucarieto. Fenofase: flor masculina","Coniferopsida","Coniferae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","61","2021-11-29 10:23:46-03","IAP","PACA-AGP","60639","PreservedSpecimen","Plantae","Pinophyta","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Emrich-Rambo","Camargo, O. R.","1347","1957","05","20","Brasil","RS","Farroupilha","Sub. Est. Exp. de Fruticultura.","-51.3478012084961","-29.2250003814697",NA,NA,"PACA060639","19545","auto","1959","05","07","Abundante. Habitat: In araucarieto. No mato. Fenofase: estéril","Coniferopsida","Coniferae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","62","2021-11-29 10:23:46-03","IAP","PACA-AGP","7842","PreservedSpecimen","Plantae","Pinophyta","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Marschner & Larocca","D. A. Marschner","147","2004",NA,NA,"Brasil","RS","Gramado","Serra Grande","-50.8739013671875","-29.3785991668701",NA,NA,"PACA007842","13851","auto","2004",NA,NA,"Habitat: mata ciliar","Coniferopsida","Coniferae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","63","2021-11-29 10:23:46-03","IAP","PACA-AGP","49149","PreservedSpecimen","Plantae","Pinophyta","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Emrich-Rambo","Rambo, B.",NA,"1950","11","13","Brasil","RS","Montenegro","Butterberg","-51.4611015319824","-29.6886005401611",NA,NA,"PACA049149","21601","auto","1954","05","05","SEM MATERIAL - flore antiquo; specimen monoicum ips. meis oculis Habitat: culta","Coniferopsida","Coniferae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","64","2021-11-29 10:23:46-03","IAP","PACA-AGP","3135","PreservedSpecimen","Plantae","Pinophyta","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Emrich-Rambo","Rambo, B.",NA,"1938","09",NA,"Brasil","RS","Montenegro","Pareci","-51.4611015319824","-29.6886005401611",NA,NA,"PACA003135","21601","auto","1954","05","05","Habitat: Culta. Fenofase: flor","Coniferopsida","Coniferae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","65","2021-11-29 10:23:46-03","IAP","PACA-AGP","28468","PreservedSpecimen","Plantae","Pinophyta","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Emrich-Rambo","Rambo, B.",NA,"1945","03",NA,"Brasil","RS","Nonoai","Ad fl. Uruguay.","-52.7714004516602","-27.3617000579834",NA,NA,"PACA028468","35080","auto","1954","05","05","Habitat: In silva campestri. Fenofase: estéril","Coniferopsida","Coniferae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","66","2021-11-29 10:23:46-03","IAP","PACA-AGP","91513","PreservedSpecimen","Plantae","Pinophyta","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Oliveira & Steffen","C. M. Oliveira",NA,"1999","06","08","Brasil","RS","Porto Alegre","Bairro Medianeira","-51.2299995422363","-30.0331001281738",NA,NA,"PACA091513","29946","auto",NA,NA,NA,"HASU 7492 Habitat: ambiente seco e de sol","Coniferopsida","Coniferae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","67","2021-11-29 10:23:46-03","IAP","PACA-AGP","58846","PreservedSpecimen","Plantae","Pinophyta","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Emrich-Rambo","Camargo, O. R.","121","1956","03","01","Brasil","RS","Santa Maria","Estação Exp. de Silvicultura","-53.8069000244141","-29.6842002868652",NA,NA,"PACA058846","37819","auto","1957","05","07","Habitat: Culta. Fenofase: estéril","Coniferopsida","Coniferae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","68","2021-11-29 10:23:46-03","IAP","PACA-AGP","34969","PreservedSpecimen","Plantae","Pinophyta","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Emrich-Rambo","Rambo, B.",NA,"1947","01","08","Brasil","RS","Vacaria","Fazenda da Ronda","-50.9338989257812","-28.5121994018555",NA,NA,"PACA034969","63451","auto","1954","05","05","Habitat: In silva campestri. Fenofase: juvenilis","Coniferopsida","Coniferae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","69","2021-11-29 10:23:46-03","IAP","PACA-AGP","66116","PreservedSpecimen","Plantae","Pinophyta","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","R. Reitz","Reitz, R.","15442","1963","07","12","Brasil","SC","Anita Garibaldi",NA,"-51.1300010681152","-27.6891994476318",NA,NA,"PACA066116","23768","auto","1965",NA,NA,"Altura de 25m. Habitat: Mata. Fenofase: flor verde Hábito: árvore masculina","Coniferopsida","Coniferae",NA,NA,"700","700",NA,NA,NA,NA,NA,NA,NA
"70","70","2021-11-29 10:23:46-03","IAP","PACA-AGP","96342","PreservedSpecimen","Plantae","Pinophyta","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","M. Zanotto","M. Zanotto",NA,"2005","02","01","Brasil","SC","Maravilha","Mata do Seminário","-53.1725006103516","-26.760799407959",NA,NA,"PACA096342","12440","auto",NA,NA,NA,NA,"Coniferopsida","Coniferae",NA,NA,"550","550",NA,NA,NA,NA,NA,NA,NA
"71","71","2021-11-29 10:23:46-03","IAP","PACA-AGP","65204","PreservedSpecimen","Plantae","Pinophyta","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","R. Reitz","Reitz, R.","7188","1958","09","20","Brasil","SC","Urussanga","Lauro Müller - Pinhal da Companhia","-49.32080078125","-28.5177993774414",NA,NA,"PACA065204","14548","auto","1961",NA,NA,"Altura de 30m. HBR 24559. Habitat: Pinhal Hábito: árvore","Coniferopsida","Coniferae",NA,NA,"300","300",NA,NA,NA,NA,NA,NA,NA
"72","72","2023-09-25 11:03:59-03","UFES","CAP","1652","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","D.R. Couto","D.R. Couto; J.P.F. Zorzanelli, S.H. Kunz & G.J. Mores","3638","2018","05","16","Brasil","Espírito Santo","Iúna","Serra do Valentim. Propriedade Sr. Aristides.","-41.4755556","-20.3763889","41º28'32''W","20º22'35''S","CAP00001652",NA,NA,"2018","5",NA,"Árvore de grande porte, ca. 20m altura; estróbilo verde. Provavelmente inserida.",NA,NA,NA,NA,NA,"1350",NA,NA,NA,NA,NA,NA,NA
"73","73","2023-07-16 07:02:03-03","ASU","ASU-PLANTS","ASU0006921","PreservedSpecimen","Plantae","Coniferophyta","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"James Steverson;","120","1966","01","01","Brazil","Rio Grande do Sul",NA,"Southern Brazil, Puerto Allegro Brazilian Plateau Regiao.","-51.228735","-30.027704",NA,NA,NA,NA,NA,NA,NA,NA,"Tree 80-120 ft Seeds fall from tree in winter, plant as soon as embryo breaks out of shell, pointed end down. Can`t be transplanted.","Pinopsida","Pinales",NA,NA,NA,"152",NA,NA,NA,NA,NA,NA,NA
"74","74","2023-07-16 07:02:03-03","ASU","ASU-PLANTS","ASU0006922","PreservedSpecimen","Plantae","Coniferophyta","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","O.S. Ribas,","O. S. Ribas; A. S. Pinto, A. Silva","3632","2001","07","11","Brazil","Parana",NA,"Pilarzinho (Mun. Curitiba) Parana","-49.237331","-25.442591",NA,NA,NA,NA,NA,NA,NA,NA,"Arvore, 20m, estrobilos masculines imaturos. Capao.","Pinopsida","Pinales",NA,NA,NA,"880",NA,NA,NA,NA,NA,NA,NA
"75","75","2023-08-01 10:23:52-03","UNICAMP","UEC","144883","S","Plantae","Pinopsida","Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"Ikemoto, E","05162","2005","10","07","Brazil","São Paulo","Campinas","Entorno da lagoa principal","-47.060001373291","-22.8999996185303",NA,NA,"UEC062560","23900","auto",NA,NA,NA,"Árvore de 7m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","76","2023-09-25 11:25:00-03","UERJ","HB","8972","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","P.R. Reitz","P.R. Reitz; R.M. Klein,","7188","1958","9","20","Brasil","Santa Catarina","Lauro Müller-Uruçanga","Pinhal da Companhia.",NA,NA,NA,NA,"HB000008972",NA,NA,"1961",NA,NA,"Habitat: Pinhal Habito: Árvore",NA,NA,NA,NA,NA,"300",NA,NA,NA,NA,NA,NA,NA
"77","77","2023-09-25 11:25:00-03","UERJ","HB","58694","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","E. Pereira,","E. Pereira","1077","1971","7","18","Brasil","Minas Gerais","Lambari",NA,"-45.3502998352051","-21.9755992889404",NA,NA,"HB000058694","15805","auto","1971","7","18","Árvore 20 m, cultivada. 30 anos mais ou menos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","78","2013-04-01 09:20:30-03","IPT","BCTW","14500","S","Plantae","Pinophyta",NA,"Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pinopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","79","2013-04-01 09:15:01-03","IPT","BCTW","7481","S","Plantae","Magnoliophyta",NA,"Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","F. B. Guimarães","Guimarães, F.B.","ABB120","2011","07","15","Brasil","Santa Catarina","Abdon Batista",NA,"-50.996667","-27.63","50W59'48","27S37'48",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","80","2013-04-01 09:20:30-03","IPT","BCTW","16250","S","Plantae","Pinophyta",NA,"Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Universidade Federal de Viçosa","Pinopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","81","2013-04-01 09:20:30-03","IPT","BCTW","5612","S","Plantae","Pinophyta",NA,"Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pinopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","82","2013-04-01 09:20:30-03","IPT","BCTW","5639","S","Plantae","Pinophyta",NA,"Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pinopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","83","2013-04-01 09:20:30-03","IPT","BCTW","5790","S","Plantae","Pinophyta",NA,"Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pinopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","84","2013-04-01 09:20:30-03","IPT","BCTW","18438","S","Plantae","Pinophyta",NA,"Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pinopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","85","2013-04-01 09:20:30-03","IPT","BCTW","4564","S","Plantae","Pinophyta",NA,"Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","IPT",NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pinopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","86","2013-04-01 09:20:30-03","IPT","BCTW","4511","S","Plantae","Pinophyta",NA,"Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","IPT",NA,NA,NA,NA,NA,"Brasil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pinopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","87","2013-04-01 09:20:30-03","IPT","BCTW","18408","S","Plantae","Pinophyta",NA,"Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Universidade Federal de Viçosa","Pinopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","88","2013-04-01 09:20:30-03","IPT","BCTW","18409","S","Plantae","Pinophyta",NA,"Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Universidade Federal de Viçosa","Pinopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","89","2013-04-01 09:20:30-03","IPT","BCTW","3457","S","Plantae","Pinophyta",NA,"Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","IPT",NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"Parreiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pinopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","90","2013-04-01 09:20:30-03","IPT","BCTW","4512","S","Plantae","Pinophyta",NA,"Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","IPT",NA,NA,NA,NA,NA,"Brasil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pinopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","91","2013-04-01 09:20:30-03","IPT","BCTW","4513","S","Plantae","Pinophyta",NA,"Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","IPT",NA,NA,NA,NA,NA,"Brasil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pinopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","92","2013-04-01 09:20:30-03","IPT","BCTW","4514","S","Plantae","Pinophyta",NA,"Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","IPT",NA,NA,NA,NA,NA,"Brasil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pinopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","93","2013-04-01 09:20:30-03","IPT","BCTW","18805","S","Plantae","Pinophyta",NA,"Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Riocell","Pinopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","94","2013-04-01 09:20:30-03","IPT","BCTW","5936","S","Plantae","Pinophyta",NA,"Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Monte Alegre do Sul","Estação Experimental de Ibiti","-46.68","-22.68",NA,NA,NA,"11114","auto",NA,NA,NA,NA,"Pinopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","95","2013-04-01 09:20:30-03","IPT","BCTW","16223","S","Plantae","Pinophyta",NA,"Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,NA,NA,"Brasil","Paraná","Quedas do Iguaçu",NA,"-52.9081","-25.4497",NA,NA,NA,"24667","auto",NA,NA,NA,"GIACOMET - MARODIN","Pinopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","96","2013-04-01 09:20:30-03","IPT","BCTW","16224","S","Plantae","Pinophyta",NA,"Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,NA,NA,"Brasil","Paraná","Quedas do Iguaçu",NA,"-52.9081","-25.4497",NA,NA,NA,"24667","auto",NA,NA,NA,"GIACOMET - MARODIN","Pinopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","97","2013-04-01 09:20:30-03","IPT","BCTW","2229","S","Plantae","Pinophyta",NA,"Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,NA,NA,"Brasil","Santa Catarina","Chapecó",NA,"-52.6183","-27.0964",NA,NA,NA,"22671","auto",NA,NA,NA,NA,"Pinopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","98","2013-04-01 09:20:30-03","IPT","BCTW","13888","S","Plantae","Pinophyta",NA,"Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Piracicaba",NA,"-47.64","-22.72",NA,NA,NA,"44778","auto",NA,NA,NA,NA,"Pinopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","99","2013-04-01 09:20:30-03","IPT","BCTW","19493","S","Plantae","Pinophyta",NA,"Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Camanducaia",NA,"-46.1447","-22.7553",NA,NA,NA,"22140","auto",NA,NA,NA,NA,"Pinopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","100","2013-04-01 09:20:30-03","IPT","BCTW","13887","S","Plantae","Pinophyta",NA,"Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Piracicaba",NA,"-47.64","-22.72",NA,NA,NA,"44778","auto",NA,NA,NA,NA,"Pinopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","101","2013-04-01 09:20:30-03","IPT","BCTW","9635","S","Plantae","Pinophyta",NA,"Araucaria","brasiliana","Araucaria brasiliana ridolfiana",NA,NA,NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pinopsida",NA,"ridolfiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","102","2013-04-01 09:20:30-03","IPT","BCTW","9541","S","Plantae","Pinophyta",NA,"Araucaria","brasiliana","Araucaria brasiliana ridolfiana",NA,NA,NA,NA,NA,NA,NA,"Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pinopsida",NA,"ridolfiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","103","2013-04-01 09:15:01-03","IPT","BCTW","3137","S","Plantae","Magnoliophyta",NA,"Araucaria","brasiliensis","Araucaria brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","104","2013-04-01 09:15:01-03","IPT","BCTW","3139","S","Plantae","Magnoliophyta",NA,"Araucaria","brasiliensis","Araucaria brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","105","2013-04-01 09:15:01-03","IPT","BCTW","3138","S","Plantae","Magnoliophyta",NA,"Araucaria","brasiliensis","Araucaria brasiliensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","106","2023-09-25 11:35:30-03","UFRRJ","RBR","57315","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"A. Puttemans",NA,NA,NA,NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,"RBR00057315",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","107","2023-09-25 11:35:30-03","UFRRJ","RBR","57317","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze",NA,"A. Puttemans",NA,NA,NA,NA,"Brasil",NA,"Brasil",NA,NA,NA,NA,NA,"RBR00057317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","108","2023-09-25 11:35:30-03","UFRRJ","RBR","3063","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","C.R. Campêlo","C.R. Campêlo",NA,"1969","04","29","Brasil","Rio de Janeiro","Seropédica","Universidade Federal Rural do Rio de Janeiro. (Anteriormente Município de Itaguaí). Km 47.","-43.7075004577637","-22.7439002990723",NA,NA,"RBR00003063","13730","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","109","2023-09-07 10:32:10-03","MBM","MBM","120346","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Solomon, JC","Solomon, JC; et al.","15459","1986","6","28","Bolívia",NA,"Bolívia",NA,NA,NA,NA,NA,"MBM120346",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","110","2023-09-07 10:32:10-03","MBM","MBM","439422","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Engels, ME","Engels, ME","6940","2019","6","27","Brazil","Paraná","Coronel Domingo Soares","Resgate de flora da PCH Foz do Estrela, canteiro de obras.",NA,NA,"-51.891944","-26.085556","MBM439422",NA,NA,"2019","7","27","Arbórea, ca 10 m. Tronco ereto e retilíneo. Folhas verdes. Estróbilos femininos verdes. Pinheiro.",NA,NA,NA,NA,NA,"728",NA,NA,NA,NA,NA,NA,NA
"111","111","2023-09-07 10:32:10-03","MBM","MBM","439452","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Engels, ME","Engels, ME","6941","2019","6","27","Brazil","Paraná","Coronel Domingo Soares","Resgate de flora da PCH Foz do Estrela, canteiro de obras.",NA,NA,"-51.891944","-26.085556","MBM439452",NA,NA,"2019","7","27","Arbórea, ca 10 m. Tronco ereto e retilíneo. Folhas verdes. Estróbilos masculinos verdes. Pinheiro.",NA,NA,NA,NA,NA,"733",NA,NA,NA,NA,NA,NA,NA
"112","112","2023-09-07 10:32:10-03","MBM","MBM","415243","PreservedSpecimen","Plantae",NA,"Araucariaceae","Araucaria","angustifolia","Araucaria angustifolia","(Bertol.) Kuntze","Brotto, ML","Brotto, ML","2590","2018","4","4","Brazil","Paraná","Adrianópolis","Estrada da Berneck a Tatupeba.","-48.9911003112793","-24.6571998596191","-48.718611","-24.772222","MBM415243","49901","auto","2018","11","8","Conífera com 12 m de altura; estróbilos masculinos de cor marrom.",NA,NA,NA,NA,NA,"847",NA,NA,NA,NA,NA,NA,NA
